a,c,c,u,r,a,c,y,_,t,e,s,t
83.29777777777778
83.73333333333333
82.98666666666666
83.45777777777778
82.96888888888888
83.94666666666667
83.44888888888889
83.5111111111111
84.64
83.50222222222222
83.42222222222222
83.76
83.10222222222222
84.64888888888889
83.47555555555556
84.07111111111111
84.06222222222222
84.0
84.16
84.29333333333334
83.32444444444444
84.08
83.88444444444444
84.18666666666667
83.76
83.74222222222222
83.57333333333334
83.04
84.08
83.35111111111111
83.73333333333333
84.70222222222222
83.22666666666667
84.64888888888889
83.50222222222222
84.56
84.05333333333333
83.79555555555555
84.07111111111111
83.11111111111111
83.83111111111111
83.41333333333333
82.68444444444444
83.8488888888889
83.42222222222222
83.28
83.21777777777778
83.86666666666666
84.21333333333334
84.05333333333333
