a,c,c,u,r,a,c,y,_,t,e,s,t
72.56666666666666
70.46
70.79333333333334
71.46666666666667
70.68
70.55333333333333
70.75333333333333
70.83333333333333
69.85333333333334
71.01333333333334
69.90666666666667
69.96
71.37333333333333
69.48
71.58666666666667
71.12666666666667
69.65333333333334
70.12
70.48666666666666
71.53333333333333
70.15333333333334
70.94666666666667
71.0
70.21333333333334
69.5
71.54
69.38666666666667
69.7
71.63333333333334
70.46
69.94666666666667
70.94666666666667
70.76666666666667
70.29333333333334
70.87333333333333
70.69333333333333
69.74666666666667
70.40666666666667
71.16666666666667
70.94
70.56
71.62
71.14666666666666
71.75333333333333
70.76
70.24666666666667
70.37333333333333
71.0
69.82
70.08
