a,c,c,u,r,a,c,y,_,t,e,s,t
68.04
68.47333333333333
67.53333333333333
68.84666666666666
67.98
67.26
69.26
69.18
69.74666666666667
68.32666666666667
67.2
68.61333333333333
68.40666666666667
68.28
69.42666666666666
68.16666666666667
68.71333333333334
67.98666666666666
67.6
68.54
