a,c,c,u,r,a,c,y,_,t,e,s,t
67.94666666666667
66.92
67.88666666666667
68.95333333333333
68.96666666666667
67.52666666666667
69.38666666666667
68.12
68.24
67.45333333333333
69.39333333333333
66.68
67.87333333333333
68.02666666666667
68.01333333333334
67.33333333333333
68.88666666666667
67.47333333333333
68.02666666666667
67.49333333333334
66.43333333333334
67.01333333333334
67.54
68.01333333333334
68.22666666666667
68.46
67.60666666666667
68.20666666666666
68.32
68.76
67.69333333333333
67.19333333333333
66.41333333333333
67.4
68.19333333333333
68.06
68.58
68.74666666666667
68.23333333333333
68.34
68.08
68.20666666666666
67.04
68.89333333333333
67.29333333333334
68.07333333333334
67.58666666666667
66.41333333333333
68.26
67.6
