a,c,c,u,r,a,c,y,_,t,e,s,t
68.85333333333334
70.11333333333333
71.22
71.00666666666666
68.90666666666667
71.05333333333333
68.84666666666666
71.39333333333333
70.71333333333334
69.39333333333333
70.34666666666666
71.23333333333333
71.18666666666667
70.4
70.17333333333333
70.22
70.38
70.3
70.54
70.25333333333333
71.27333333333333
70.15333333333334
70.43333333333334
71.02
70.58666666666667
71.35333333333334
70.76
70.96666666666667
71.58666666666667
69.58
70.55333333333333
70.24666666666667
71.56666666666666
70.92666666666666
71.68666666666667
71.16
70.06666666666666
70.90666666666667
70.44666666666667
71.70666666666666
70.86
71.74
71.33333333333333
70.46666666666667
70.96666666666667
71.08
70.32
70.12666666666667
70.24666666666667
71.55333333333333
