a,c,c,u,r,a,c,y,_,t,e,s,t
50.93333333333333
52.64
51.193333333333335
51.053333333333335
50.333333333333336
49.36666666666667
50.70666666666666
50.82666666666667
50.306666666666665
51.35333333333333
51.46666666666667
52.333333333333336
50.76
51.36666666666667
51.22
52.5
50.77333333333333
50.64
51.54
50.82666666666667
49.92
49.22
51.446666666666665
51.1
50.56
51.166666666666664
50.75333333333333
49.986666666666665
50.5
50.28666666666667
51.0
51.6
50.086666666666666
50.02
51.02
50.18
51.72666666666667
50.5
50.96
50.78666666666667
50.32
51.166666666666664
51.92666666666667
50.54666666666667
50.126666666666665
51.25333333333333
50.00666666666667
50.16
50.986666666666665
51.22666666666667
